Class	Survival	Name	Gender	Age group	Age	Siblings / Spouse aboard	Parents / Children aboard	Ticket number	Fare	Fare group	Cabin	Port of Embarkation	Boat	Destination
2	no	Fynney, Mr. Joseph J	male	30 - 39	35	0	0	239865	26.0000	30		Southampton		Liverpool / Montreal, PQ
2	no	Gale, Mr. Harry	male	30 - 39	38	1	0	28664	21.0000	20		Southampton		Cornwall / Clear Creek, CO
2	no	Gale, Mr. Shadrach	male	30 - 39	34	1	0	28664	21.0000	20		Southampton		Cornwall / Clear Creek, CO
2	yes	Garside, Miss. Ethel	female	30 - 39	34	0	0	243880	13.0000	10		Southampton	12	Brooklyn, NY
2	no	Gaskell, Mr. Alfred	male	10 - 19	16	0	0	239865	26.0000	30		Southampton		Liverpool / Montreal, PQ
2	no	Gavey, Mr. Lawrence	male	20 - 29	26	0	0	31028	10.5000	10		Southampton		Guernsey / Elizabeth, NJ
2	no	Gilbert, Mr. William	male	40 - 49	47	0	0	C.A. 30769	10.5000	10		Southampton		Cornwall
2	no	Giles, Mr. Edgar	male	20 - 29	21	1	0	28133	11.5000	10		Southampton		Cornwall / Camden, NJ
2	no	Giles, Mr. Frederick Edward	male	20 - 29	21	1	0	28134	11.5000	10		Southampton		Cornwall / Camden, NJ
2	no	Giles, Mr. Ralph	male	20 - 29	24	0	0	248726	13.5000	10		Southampton		West Kensington, London
2	no	Gill, Mr. John William	male	20 - 29	24	0	0	233866	13.0000	10		Southampton		Clevedon, England
2	no	Gillespie, Mr. William Henry	male	30 - 39	34	0	0	12233	13.0000	10		Southampton		Vancouver, BC
2	no	Givard, Mr. Hans Kristensen	male	30 - 39	30	0	0	250646	13.0000	10		Southampton		
2	no	Greenberg, Mr. Samuel	male	50 - 59	52	0	0	250647	13.0000	10		Southampton		Bronx, NY
2	no	Hale, Mr. Reginald	male	30 - 39	30	0	0	250653	13.0000	10		Southampton		Auburn, NY
2	yes	Hamalainen, Master. Viljo	male	0 - 9	0.6667	1	1	250649	14.5000	10		Southampton	4	Detroit, MI
2	yes	Hamalainen, Mrs. William (Anna)	female	20 - 29	24	0	2	250649	14.5000	10		Southampton	4	Detroit, MI
2	no	Harbeck, Mr. William H	male	40 - 49	44	0	0	248746	13.0000	10		Southampton		Seattle, WA / Toledo, OH
2	yes	Harper, Miss. Annie Jessie "Nina"	female	0 - 9	6	0	1	248727	33.0000	30		Southampton	11	Denmark Hill, Surrey / Chicago
2	no	Harper, Rev. John	male	20 - 29	28	0	1	248727	33.0000	30		Southampton		Denmark Hill, Surrey / Chicago
2	yes	Harris, Mr. George	male	60 - 69	62	0	0	S.W./PP 752	10.5000	10		Southampton	15	London
2	no	Harris, Mr. Walter	male	30 - 39	30	0	0	W/C 14208	10.5000	10		Southampton		Walthamstow, England
2	yes	Hart, Miss. Eva Miriam	female	0 - 9	7	0	2	F.C.C. 13529	26.2500	30		Southampton	14	Ilford, Essex / Winnipeg, MB
2	no	Hart, Mr. Benjamin	male	40 - 49	43	1	1	F.C.C. 13529	26.2500	30		Southampton		Ilford, Essex / Winnipeg, MB
2	yes	Hart, Mrs. Benjamin (Esther Ada Bloomfield)	female	40 - 49	45	1	1	F.C.C. 13529	26.2500	30		Southampton	14	Ilford, Essex / Winnipeg, MB
2	yes	Herman, Miss. Alice	female	20 - 29	24	1	2	220845	65.0000	70		Southampton	9	Somerset / Bernardsville, NJ
2	yes	Herman, Miss. Kate	female	20 - 29	24	1	2	220845	65.0000	70		Southampton	9	Somerset / Bernardsville, NJ
2	no	Herman, Mr. Samuel	male	40 - 49	49	1	2	220845	65.0000	70		Southampton		Somerset / Bernardsville, NJ
2	yes	Herman, Mrs. Samuel (Jane Laver)	female	40 - 49	48	1	2	220845	65.0000	70		Southampton	9	Somerset / Bernardsville, NJ
2	yes	Hewlett, Mrs. (Mary D Kingcome) 	female	50 - 59	55	0	0	248706	16.0000	20		Southampton	13	India / Rapid City, SD
2	no	Hickman, Mr. Leonard Mark	male	20 - 29	24	2	0	S.O.C. 14879	73.5000	70		Southampton		West Hampstead, London / Neepawa, MB
2	no	Hickman, Mr. Lewis	male	30 - 39	32	2	0	S.O.C. 14879	73.5000	70		Southampton		West Hampstead, London / Neepawa, MB
2	no	Hickman, Mr. Stanley George	male	20 - 29	21	2	0	S.O.C. 14879	73.5000	70		Southampton		West Hampstead, London / Neepawa, MB
2	no	Hiltunen, Miss. Marta	female	10 - 19	18	1	1	250650	13.0000	10		Southampton		Kontiolahti, Finland / Detroit, MI
2	yes	Hocking, Miss. Ellen "Nellie"	female	20 - 29	20	2	1	29105	23.0000	20		Southampton	4	Cornwall / Akron, OH
2	no	Hocking, Mr. Richard George	male	20 - 29	23	2	1	29104	11.5000	10		Southampton		Cornwall / Akron, OH
2	no	Hocking, Mr. Samuel James Metcalfe	male	30 - 39	36	0	0	242963	13.0000	10		Southampton		Devonport, England
2	yes	Hocking, Mrs. Elizabeth (Eliza Needs)	female	50 - 59	54	1	3	29105	23.0000	20		Southampton	4	Cornwall / Akron, OH
2	no	Hodges, Mr. Henry Price	male	50 - 59	50	0	0	250643	13.0000	10		Southampton		Southampton
2	no	Hold, Mr. Stephen	male	40 - 49	44	1	0	26707	26.0000	30		Southampton		England / Sacramento, CA
2	yes	Hold, Mrs. Stephen (Annie Margaret Hill)	female	20 - 29	29	1	0	26707	26.0000	30		Southampton	10	England / Sacramento, CA
2	no	Hood, Mr. Ambrose Jr	male	20 - 29	21	0	0	S.O.C. 14879	73.5000	70		Southampton		New Forest, England
2	yes	Hosono, Mr. Masabumi	male	40 - 49	42	0	0	237798	13.0000	10		Southampton	10	Tokyo, Japan
2	no	Howard, Mr. Benjamin	male	60 - 69	63	1	0	24065	26.0000	30		Southampton		Swindon, England
2	no	Howard, Mrs. Benjamin (Ellen Truelove Arman)	female	60 - 69	60	1	0	24065	26.0000	30		Southampton		Swindon, England
2	no	Hunt, Mr. George Henry	male	30 - 39	33	0	0	SCO/W 1585	12.2750	10		Southampton		Philadelphia, PA
2	yes	Ilett, Miss. Bertha	female	10 - 19	17	0	0	SO/C 14885	10.5000	10		Southampton		Guernsey
2	no	Jacobsohn, Mr. Sidney Samuel	male	40 - 49	42	1	0	243847	27.0000	30		Southampton		London
2	yes	Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)	female	20 - 29	24	2	1	243847	27.0000	30		Southampton	12	London
2	no	Jarvis, Mr. John Denzil	male	40 - 49	47	0	0	237565	15.0000	20		Southampton		North Evington, England
2	no	Jefferys, Mr. Clifford Thomas	male	20 - 29	24	2	0	C.A. 31029	31.5000	30		Southampton		Guernsey / Elizabeth, NJ
2	no	Jefferys, Mr. Ernest Wilfred	male	20 - 29	22	2	0	C.A. 31029	31.5000	30		Southampton		Guernsey / Elizabeth, NJ
2	no	Jenkin, Mr. Stephen Curnow	male	30 - 39	32	0	0	C.A. 33111	10.5000	10		Southampton		St Ives, Cornwall / Houghton, MI
2	yes	Jerwan, Mrs. Amin S (Marie Marthe Thuillard)	female	20 - 29	23	0	0	SC/AH Basle 541	13.7917	10	D	Cherbourg	11	New York, NY
2	no	Kantor, Mr. Sinai	male	30 - 39	34	1	0	244367	26.0000	30		Southampton		Moscow / Bronx, NY
2	yes	Kantor, Mrs. Sinai (Miriam Sternin)	female	20 - 29	24	1	0	244367	26.0000	30		Southampton	12	Moscow / Bronx, NY
2	no	Karnes, Mrs. J Frank (Claire Bennett)	female	20 - 29	22	0	0	F.C.C. 13534	21.0000	20		Southampton		India / Pittsburgh, PA
2	yes	Keane, Miss. Nora A	female	unknown		0	0	226593	12.3500	10	E101	Queenstown	10	Harrisburg, PA
2	no	Keane, Mr. Daniel	male	30 - 39	35	0	0	233734	12.3500	10		Queenstown		
2	yes	Kelly, Mrs. Florence "Fannie"	female	40 - 49	45	0	0	223596	13.5000	10		Southampton	9	London / New York, NY
2	no	Kirkland, Rev. Charles Leonard	male	50 - 59	57	0	0	219533	12.3500	10		Queenstown		Glasgow / Bangor, ME
2	no	Knight, Mr. Robert J	male	unknown		0	0	239855	0.0000	0		Southampton		Belfast
2	no	Kvillner, Mr. Johan Henrik Johannesson	male	30 - 39	31	0	0	C.A. 18723	10.5000	10		Southampton		Sweden / Arlington, NJ
2	no	Lahtinen, Mrs. William (Anna Sylfven)	female	20 - 29	26	1	1	250651	26.0000	30		Southampton		Minneapolis, MN
2	no	Lahtinen, Rev. William	male	30 - 39	30	1	1	250651	26.0000	30		Southampton		Minneapolis, MN
2	no	Lamb, Mr. John Joseph	male	unknown		0	0	240261	10.7083	10		Queenstown		
2	yes	Laroche, Miss. Louise	female	0 - 9	1	1	2	SC/Paris 2123	41.5792	40		Cherbourg	14	Paris / Haiti
2	yes	Laroche, Miss. Simonne Marie Anne Andree	female	0 - 9	3	1	2	SC/Paris 2123	41.5792	40		Cherbourg	14	Paris / Haiti
2	no	Laroche, Mr. Joseph Philippe Lemercier	male	20 - 29	25	1	2	SC/Paris 2123	41.5792	40		Cherbourg		Paris / Haiti
2	yes	Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)	female	20 - 29	22	1	2	SC/Paris 2123	41.5792	40		Cherbourg	14	Paris / Haiti
2	yes	Lehmann, Miss. Bertha	female	10 - 19	17	0	0	SC 1748	12.0000	10		Cherbourg	12	Berne, Switzerland / Central City, IA
2	yes	Leitch, Miss. Jessie Wills	female	unknown		0	0	248727	33.0000	30		Southampton	11	London / Chicago, IL
2	yes	Lemore, Mrs. (Amelia Milley)	female	30 - 39	34	0	0	C.A. 34260	10.5000	10	F33	Southampton	14	Chicago, IL
2	no	Levy, Mr. Rene Jacques	male	30 - 39	36	0	0	SC/Paris 2163	12.8750	10	D	Cherbourg		Montreal, PQ
2	no	Leyson, Mr. Robert William Norman	male	20 - 29	24	0	0	C.A. 29566	10.5000	10		Southampton		
2	no	Lingane, Mr. John	male	60 - 69	61	0	0	235509	12.3500	10		Queenstown		
2	no	Louch, Mr. Charles Alexander	male	50 - 59	50	1	0	SC/AH 3085	26.0000	30		Southampton		Weston-Super-Mare, Somerset
2	yes	Louch, Mrs. Charles Alexander (Alice Adelaide Slow)	female	40 - 49	42	1	0	SC/AH 3085	26.0000	30		Southampton		Weston-Super-Mare, Somerset
2	no	Mack, Mrs. (Mary)	female	50 - 59	57	0	0	S.O./P.P. 3	10.5000	10	E77	Southampton		Southampton / New York, NY
2	no	Malachard, Mr. Noel	male	unknown		0	0	237735	15.0458	20	D	Cherbourg		Paris
2	yes	Mallet, Master. Andre	male	0 - 9	1	0	2	S.C./PARIS 2079	37.0042	40		Cherbourg	10	Paris / Montreal, PQ
2	no	Mallet, Mr. Albert	male	30 - 39	31	1	1	S.C./PARIS 2079	37.0042	40		Cherbourg		Paris / Montreal, PQ
2	yes	Mallet, Mrs. Albert (Antoinette Magnin)	female	20 - 29	24	1	1	S.C./PARIS 2079	37.0042	40		Cherbourg	10	Paris / Montreal, PQ
2	no	Mangiavacchi, Mr. Serafino Emilio	male	unknown		0	0	SC/A.3 2861	15.5792	20		Cherbourg		New York, NY
2	no	Matthews, Mr. William John	male	30 - 39	30	0	0	28228	13.0000	10		Southampton		St Austall, Cornwall
2	no	Maybery, Mr. Frank Hubert	male	40 - 49	40	0	0	239059	16.0000	20		Southampton		Weston-Super-Mare / Moose Jaw, SK
2	no	McCrae, Mr. Arthur Gordon	male	30 - 39	32	0	0	237216	13.5000	10		Southampton		Sydney, Australia
2	no	McCrie, Mr. James Matthew	male	30 - 39	30	0	0	233478	13.0000	10		Southampton		Sarnia, ON
2	no	McKane, Mr. Peter David	male	40 - 49	46	0	0	28403	26.0000	30		Southampton		Rochester, NY
2	yes	Mellinger, Miss. Madeleine Violet	female	10 - 19	13	0	1	250644	19.5000	20		Southampton	14	England / Bennington, VT
2	yes	Mellinger, Mrs. (Elizabeth Anne Maidment)	female	40 - 49	41	0	1	250644	19.5000	20		Southampton	14	England / Bennington, VT
2	yes	Mellors, Mr. William John	male	10 - 19	19	0	0	SW/PP 751	10.5000	10		Southampton	B	Chelsea, London
2	no	Meyer, Mr. August	male	30 - 39	39	0	0	248723	13.0000	10		Southampton		Harrow-on-the-Hill, Middlesex
2	no	Milling, Mr. Jacob Christian	male	40 - 49	48	0	0	234360	13.0000	10		Southampton		Copenhagen, Denmark
2	no	Mitchell, Mr. Henry Michael	male	70 - 79	70	0	0	C.A. 24580	10.5000	10		Southampton		Guernsey / Montclair, NJ and/or Toledo, Ohio
2	no	Montvila, Rev. Juozas	male	20 - 29	27	0	0	211536	13.0000	10		Southampton		Worcester, MA
2	no	Moraweck, Dr. Ernest	male	50 - 59	54	0	0	29011	14.0000	10		Southampton		Frankfort, KY
2	no	Morley, Mr. Henry Samuel ("Mr Henry Marshall")	male	30 - 39	39	0	0	250655	26.0000	30		Southampton		
2	no	Mudd, Mr. Thomas Charles	male	10 - 19	16	0	0	S.O./P.P. 3	10.5000	10		Southampton		Halesworth, England
2	no	Myles, Mr. Thomas Francis	male	60 - 69	62	0	0	240276	9.6875	10		Queenstown		Cambridge, MA
2	no	Nasser, Mr. Nicholas	male	30 - 39	32.5	1	0	237736	30.0708	30		Cherbourg		New York, NY
2	yes	Nasser, Mrs. Nicholas (Adele Achem)	female	10 - 19	14	1	0	237736	30.0708	30		Cherbourg		New York, NY
2	yes	Navratil, Master. Edmond Roger	male	0 - 9	2	1	1	230080	26.0000	30	F2	Southampton	D	Nice, France
2	yes	Navratil, Master. Michel M	male	0 - 9	3	1	1	230080	26.0000	30	F2	Southampton	D	Nice, France
2	no	Navratil, Mr. Michel ("Louis M Hoffman")	male	30 - 39	36.5	0	2	230080	26.0000	30	F2	Southampton		Nice, France
2	no	Nesson, Mr. Israel	male	20 - 29	26	0	0	244368	13.0000	10	F2	Southampton		Boston, MA
2	no	Nicholls, Mr. Joseph Charles	male	10 - 19	19	1	1	C.A. 33112	36.7500	40		Southampton		Cornwall / Hancock, MI
2	no	Norman, Mr. Robert Douglas	male	20 - 29	28	0	0	218629	13.5000	10		Southampton		Glasgow
2	yes	Nourney, Mr. Alfred ("Baron von Drachstedt")	male	20 - 29	20	0	0	SC/PARIS 2166	13.8625	10	D38	Cherbourg	7	Cologne, Germany
2	yes	Nye, Mrs. (Elizabeth Ramell)	female	20 - 29	29	0	0	C.A. 29395	10.5000	10	F33	Southampton	11	Folkstone, Kent / New York, NY
2	no	Otter, Mr. Richard	male	30 - 39	39	0	0	28213	13.0000	10		Southampton		Middleburg Heights, OH
2	yes	Oxenham, Mr. Percy Thomas	male	20 - 29	22	0	0	W./C. 14260	10.5000	10		Southampton	13	Pondersend, England / New Durham, NJ
2	yes	Padro y Manent, Mr. Julian	male	unknown		0	0	SC/PARIS 2146	13.8625	10		Cherbourg	9	Spain / Havana, Cuba
2	no	Pain, Dr. Alfred	male	20 - 29	23	0	0	244278	10.5000	10		Southampton		Hamilton, ON
2	yes	Pallas y Castello, Mr. Emilio	male	20 - 29	29	0	0	SC/PARIS 2147	13.8583	10		Cherbourg	9	Spain / Havana, Cuba
2	no	Parker, Mr. Clifford Richard	male	20 - 29	28	0	0	SC 14888	10.5000	10		Southampton		St Andrews, Guernsey
2	no	Parkes, Mr. Francis "Frank"	male	unknown		0	0	239853	0.0000	0		Southampton		Belfast
2	yes	Parrish, Mrs. (Lutie Davis)	female	50 - 59	50	0	1	230433	26.0000	30		Southampton	12	Woodford County, KY
2	no	Pengelly, Mr. Frederick William	male	10 - 19	19	0	0	28665	10.5000	10		Southampton		Gunnislake, England / Butte, MT
2	no	Pernot, Mr. Rene	male	unknown		0	0	SC/PARIS 2131	15.0500	20		Cherbourg		
2	no	Peruschitz, Rev. Joseph Maria	male	40 - 49	41	0	0	237393	13.0000	10		Southampton		
2	yes	Phillips, Miss. Alice Frances Louisa	female	20 - 29	21	0	1	S.O./P.P. 2	21.0000	20		Southampton	12	Ilfracombe, Devon
2	yes	Phillips, Miss. Kate Florence ("Mrs Kate Louise Phillips Marshall")	female	10 - 19	19	0	0	250655	26.0000	30		Southampton	11	Worcester, England
2	no	Phillips, Mr. Escott Robert	male	40 - 49	43	0	1	S.O./P.P. 2	21.0000	20		Southampton		Ilfracombe, Devon
2	yes	Pinsky, Mrs. (Rosa)	female	30 - 39	32	0	0	234604	13.0000	10		Southampton	9	Russia
2	no	Ponesell, Mr. Martin	male	30 - 39	34	0	0	250647	13.0000	10		Southampton		Denmark / New York, NY
2	yes	Portaluppi, Mr. Emilio Ilario Giuseppe	male	30 - 39	30	0	0	C.A. 34644	12.7375	10		Cherbourg	14	Milford, NH
2	no	Pulbaum, Mr. Franz	male	20 - 29	27	0	0	SC/PARIS 2168	15.0333	20		Cherbourg		Paris
2	yes	Quick, Miss. Phyllis May	female	0 - 9	2	1	1	26360	26.0000	30		Southampton	11	Plymouth, Devon / Detroit, MI
2	yes	Quick, Miss. Winifred Vera	female	0 - 9	8	1	1	26360	26.0000	30		Southampton	11	Plymouth, Devon / Detroit, MI
2	yes	Quick, Mrs. Frederick Charles (Jane Richards)	female	30 - 39	33	0	2	26360	26.0000	30		Southampton	11	Plymouth, Devon / Detroit, MI
2	no	Reeves, Mr. David	male	30 - 39	36	0	0	C.A. 17248	10.5000	10		Southampton		Brighton, Sussex
2	no	Renouf, Mr. Peter Henry	male	30 - 39	34	1	0	31027	21.0000	20		Southampton	12	Elizabeth, NJ
2	yes	Renouf, Mrs. Peter Henry (Lillian Jefferys)	female	30 - 39	30	3	0	31027	21.0000	20		Southampton		Elizabeth, NJ
2	yes	Reynaldo, Ms. Encarnacion	female	20 - 29	28	0	0	230434	13.0000	10		Southampton	9	Spain
2	no	Richard, Mr. Emile	male	20 - 29	23	0	0	SC/PARIS 2133	15.0458	20		Cherbourg		Paris / Montreal, PQ
2	yes	Richards, Master. George Sibley	male	0 - 9	0.8333	1	1	29106	18.7500	20		Southampton	4	Cornwall / Akron, OH
2	yes	Richards, Master. William Rowe	male	0 - 9	3	1	1	29106	18.7500	20		Southampton	4	Cornwall / Akron, OH
2	yes	Richards, Mrs. Sidney (Emily Hocking)	female	20 - 29	24	2	3	29106	18.7500	20		Southampton	4	Cornwall / Akron, OH
2	yes	Ridsdale, Miss. Lucy	female	50 - 59	50	0	0	W./C. 14258	10.5000	10		Southampton	13	London, England / Marietta, Ohio and Milwaukee, WI
2	no	Rogers, Mr. Reginald Harry	male	10 - 19	19	0	0	28004	10.5000	10		Southampton		
2	yes	Rugg, Miss. Emily	female	20 - 29	21	0	0	C.A. 31026	10.5000	10		Southampton	12	Guernsey / Wilmington, DE
2	no	Schmidt, Mr. August	male	20 - 29	26	0	0	248659	13.0000	10		Southampton		Newark, NJ
2	no	Sedgwick, Mr. Charles Frederick Waddington	male	20 - 29	25	0	0	244361	13.0000	10		Southampton		Liverpool
2	no	Sharp, Mr. Percival James R	male	20 - 29	27	0	0	244358	26.0000	30		Southampton		Hornsey, England
2	yes	Shelley, Mrs. William (Imanita Parrish Hall)	female	20 - 29	25	0	1	230433	26.0000	30		Southampton	12	Deer Lodge, MT
2	yes	Silven, Miss. Lyyli Karoliina	female	10 - 19	18	0	2	250652	13.0000	10		Southampton	16	Finland / Minneapolis, MN
2	yes	Sincock, Miss. Maude	female	20 - 29	20	0	0	C.A. 33112	36.7500	40		Southampton	11	Cornwall / Hancock, MI
2	yes	Sinkkonen, Miss. Anna	female	30 - 39	30	0	0	250648	13.0000	10		Southampton	10	Finland / Washington, DC
2	no	Sjostedt, Mr. Ernst Adolf	male	50 - 59	59	0	0	237442	13.5000	10		Southampton		Sault St Marie, ON
2	yes	Slayter, Miss. Hilda Mary	female	30 - 39	30	0	0	234818	12.3500	10		Queenstown	13	Halifax, NS
2	no	Slemen, Mr. Richard James	male	30 - 39	35	0	0	28206	10.5000	10		Southampton		Cornwall
2	yes	Smith, Miss. Marion Elsie	female	40 - 49	40	0	0	31418	13.0000	10		Southampton	9	
2	no	Sobey, Mr. Samuel James Hayden	male	20 - 29	25	0	0	C.A. 29178	13.0000	10		Southampton		Cornwall / Houghton, MI
2	no	Stanton, Mr. Samuel Ward	male	40 - 49	41	0	0	237734	15.0458	20		Cherbourg		New York, NY
2	no	Stokes, Mr. Philip Joseph	male	20 - 29	25	0	0	F.C.C. 13540	10.5000	10		Southampton		Catford, Kent / Detroit, MI
2	no	Swane, Mr. George	male	10 - 19	18.5	0	0	248734	13.0000	10	F	Southampton		
2	no	Sweet, Mr. George Frederick	male	10 - 19	14	0	0	220845	65.0000	70		Southampton		Somerset / Bernardsville, NJ
2	yes	Toomey, Miss. Ellen	female	50 - 59	50	0	0	F.C.C. 13531	10.5000	10		Southampton	9	Indianapolis, IN
2	no	Troupiansky, Mr. Moses Aaron	male	20 - 29	23	0	0	233639	13.0000	10		Southampton		
2	yes	Trout, Mrs. William H (Jessie L)	female	20 - 29	28	0	0	240929	12.6500	10		Southampton		Columbus, OH
2	yes	Troutt, Miss. Edwina Celia "Winnie"	female	20 - 29	27	0	0	34218	10.5000	10	E101	Southampton	16	Bath, England / Massachusetts
2	no	Turpin, Mr. William John Robert	male	20 - 29	29	1	0	11668	21.0000	20		Southampton		Plymouth, England
2	no	Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)	female	20 - 29	27	1	0	11668	21.0000	20		Southampton		Plymouth, England
2	no	Veal, Mr. James	male	40 - 49	40	0	0	28221	13.0000	10		Southampton		Barre, Co Washington, VT
2	yes	Walcroft, Miss. Nellie	female	30 - 39	31	0	0	F.C.C. 13528	21.0000	20		Southampton	14	Mamaroneck, NY
2	no	Ware, Mr. John James	male	30 - 39	30	1	0	CA 31352	21.0000	20		Southampton		Bristol, England / New Britain, CT
2	no	Ware, Mr. William Jeffery	male	20 - 29	23	1	0	28666	10.5000	10		Southampton		
2	yes	Ware, Mrs. John James (Florence Louise Long)	female	30 - 39	31	0	0	CA 31352	21.0000	20		Southampton	10	Bristol, England / New Britain, CT
2	no	Watson, Mr. Ennis Hastings	male	unknown		0	0	239856	0.0000	0		Southampton		Belfast
2	yes	Watt, Miss. Bertha J	female	10 - 19	12	0	0	C.A. 33595	15.7500	20		Southampton	9	Aberdeen / Portland, OR
2	yes	Watt, Mrs. James (Elizabeth "Bessie" Inglis Milne)	female	40 - 49	40	0	0	C.A. 33595	15.7500	20		Southampton	9	Aberdeen / Portland, OR
2	yes	Webber, Miss. Susan	female	30 - 39	32.5	0	0	27267	13.0000	10	E101	Southampton	12	England / Hartford, CT
2	no	Weisz, Mr. Leopold	male	20 - 29	27	1	0	228414	26.0000	30		Southampton		Bromsgrove, England / Montreal, PQ
2	yes	Weisz, Mrs. Leopold (Mathilde Francoise Pede)	female	20 - 29	29	1	0	228414	26.0000	30		Southampton	10	Bromsgrove, England / Montreal, PQ
2	yes	Wells, Master. Ralph Lester	male	0 - 9	2	1	1	29103	23.0000	20		Southampton	14	Cornwall / Akron, OH
2	yes	Wells, Miss. Joan	female	0 - 9	4	1	1	29103	23.0000	20		Southampton	14	Cornwall / Akron, OH
2	yes	Wells, Mrs. Arthur Henry ("Addie" Dart Trevaskis)	female	20 - 29	29	0	2	29103	23.0000	20		Southampton	14	Cornwall / Akron, OH
2	yes	West, Miss. Barbara J	female	0 - 9	0.9167	1	2	C.A. 34651	27.7500	30		Southampton	10	Bournmouth, England
2	yes	West, Miss. Constance Mirium	female	0 - 9	5	1	2	C.A. 34651	27.7500	30		Southampton	10	Bournmouth, England
2	no	West, Mr. Edwy Arthur	male	30 - 39	36	1	2	C.A. 34651	27.7500	30		Southampton		Bournmouth, England
2	yes	West, Mrs. Edwy Arthur (Ada Mary Worth)	female	30 - 39	33	1	2	C.A. 34651	27.7500	30		Southampton	10	Bournmouth, England
2	no	Wheadon, Mr. Edward H	male	60 - 69	66	0	0	C.A. 24579	10.5000	10		Southampton		Guernsey, England / Edgewood, RI
2	no	Wheeler, Mr. Edwin "Frederick"	male	unknown		0	0	SC/PARIS 2159	12.8750	10		Southampton		
2	yes	Wilhelms, Mr. Charles	male	30 - 39	31	0	0	244270	13.0000	10		Southampton	9	London, England
2	yes	Williams, Mr. Charles Eugene	male	unknown		0	0	244373	13.0000	10		Southampton	14	Harrow, England
2	yes	Wright, Miss. Marion	female	20 - 29	26	0	0	220844	13.5000	10		Southampton	9	Yoevil, England / Cottage Grove, OR
2	no	Yrois, Miss. Henriette ("Mrs Harbeck")	female	20 - 29	24	0	0	248747	13.0000	10		Southampton		Paris
3	no	Abbing, Mr. Anthony	male	40 - 49	42	0	0	C.A. 5547	7.5500	10		Southampton		
3	no	Abbott, Master. Eugene Joseph	male	10 - 19	13	0	2	C.A. 2673	20.2500	20		Southampton		East Providence, RI
3	no	Abbott, Mr. Rossmore Edward	male	10 - 19	16	1	1	C.A. 2673	20.2500	20		Southampton		East Providence, RI
3	yes	Abbott, Mrs. Stanton (Rosa Hunt)	female	30 - 39	35	1	1	C.A. 2673	20.2500	20		Southampton	A	East Providence, RI
3	yes	Abelseth, Miss. Karen Marie	female	10 - 19	16	0	0	348125	7.6500	10		Southampton	16	Norway Los Angeles, CA
3	yes	Abelseth, Mr. Olaus Jorgensen	male	20 - 29	25	0	0	348122	7.6500	10	F G63	Southampton	A	Perkins County, SD
3	yes	Abrahamsson, Mr. Abraham August Johannes	male	20 - 29	20	0	0	SOTON/O2 3101284	7.9250	10		Southampton	15	Taalintehdas, Finland Hoboken, NJ
3	yes	Abrahim, Mrs. Joseph (Sophie Halaut Easu)	female	10 - 19	18	0	0	2657	7.2292	10		Cherbourg	C	Greensburg, PA
3	no	Adahl, Mr. Mauritz Nils Martin	male	30 - 39	30	0	0	C 7076	7.2500	10		Southampton		Asarum, Sweden Brooklyn, NY
3	no	Adams, Mr. John	male	20 - 29	26	0	0	341826	8.0500	10		Southampton		Bournemouth, England
3	no	Ahlin, Mrs. Johan (Johanna Persdotter Larsson)	female	40 - 49	40	1	0	7546	9.4750	10		Southampton		Sweden Akeley, MN
3	yes	Aks, Master. Philip Frank	male	0 - 9	0.8333	0	1	392091	9.3500	10		Southampton	11	London, England Norfolk, VA
3	yes	Aks, Mrs. Sam (Leah Rosen)	female	10 - 19	18	0	1	392091	9.3500	10		Southampton	13	London, England Norfolk, VA
3	yes	Albimona, Mr. Nassef Cassem	male	20 - 29	26	0	0	2699	18.7875	20		Cherbourg	15	Syria Fredericksburg, VA
3	no	Alexander, Mr. William	male	20 - 29	26	0	0	3474	7.8875	10		Southampton		England Albion, NY
3	no	Alhomaki, Mr. Ilmari Rudolf	male	20 - 29	20	0	0	SOTON/O2 3101287	7.9250	10		Southampton		Salo, Finland Astoria, OR
3	no	Ali, Mr. Ahmed	male	20 - 29	24	0	0	SOTON/O.Q. 3101311	7.0500	10		Southampton		
3	no	Ali, Mr. William	male	20 - 29	25	0	0	SOTON/O.Q. 3101312	7.0500	10		Southampton		Argentina
3	no	Allen, Mr. William Henry	male	30 - 39	35	0	0	373450	8.0500	10		Southampton		Lower Clapton, Middlesex or Erdington, Birmingham
3	no	Allum, Mr. Owen George	male	10 - 19	18	0	0	2223	8.3000	10		Southampton		Windsor, England New York, NY
3	no	Andersen, Mr. Albert Karvin	male	30 - 39	32	0	0	C 4001	22.5250	20		Southampton		Bergen, Norway
3	yes	Andersen-Jensen, Miss. Carla Christine Nielsine	female	10 - 19	19	1	0	350046	7.8542	10		Southampton	16	
3	no	Andersson, Master. Sigvard Harald Elias	male	0 - 9	4	4	2	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	no	Andersson, Miss. Ebba Iris Alfrida	female	0 - 9	6	4	2	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	no	Andersson, Miss. Ellis Anna Maria	female	0 - 9	2	4	2	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
