year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
1984	Minnesota	MN	27	41	33	US President	Richards, Bob	populist	other	FALSE	2377	2084449	20171015
1984	Minnesota	MN	27	41	33	US President	Johnson, Sonia	citizens	other	FALSE	1219	2084449	20171015
1984	Minnesota	MN	27	41	33	US President	Other		other	FALSE	723	2084449	20171015
1984	Minnesota	MN	27	41	33	US President	Hall, Gus	communist party use	other	FALSE	630	2084449	20171015
1984	Minnesota	MN	27	41	33	US President	Winn, Edward	workers league	other	FALSE	260	2084449	20171015
1984	Minnesota	MN	27	41	33	US President	Serrette, Dennis	alliance	other	FALSE	232	2084449	20171015
1988	Minnesota	MN	27	41	33	US President	McCarthy, Eugene \\"Gene\"\""	progressive	other	FALSE	5403	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	5109	2096790	20171015
1988	Minnesota	MN	27	41	33	US President			other	TRUE	3614	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	2155	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Herer, Jack	grassroots	other	FALSE	1949	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Fulani, Lenora	new alliance	other	FALSE	1734	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Larouche, Lyndon, Jr.	national economic recovery	other	FALSE	1702	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Duke, David	populist	other	FALSE	1529	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Dennis, Delmar	american	other	FALSE	1298	2096790	20171015
1988	Minnesota	MN	27	41	33	US President	Winn, Edward	workers league	other	FALSE	489	2096790	20171015
1992	Minnesota	MN	27	41	33	US President	Perot, Ross	independent	other	FALSE	562506	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Marrou, Andre	libertarian	other	FALSE	3374	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Gritz, James \\"Bo\"\""	constitution party	other	FALSE	3363	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Herer, Jack	grassroots	other	FALSE	2659	2347948	20171015
1992	Minnesota	MN	27	41	33	US President			other	TRUE	2499	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Hagelin, John	natural law	other	FALSE	1406	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	990	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Fulani, Lenora	new alliance	other	FALSE	958	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Phillips, Howard	taxpayers party	other	FALSE	733	2347948	20171015
1992	Minnesota	MN	27	41	33	US President	Larouche, Lyndon, Jr.	independents for economic recovery	other	FALSE	622	2347948	20171015
1996	Minnesota	MN	27	41	33	US President	Perot, Ross	reform party	other	FALSE	257698	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Nader, Ralph	green	other	FALSE	24906	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Browne, Harry	libertarian	other	FALSE	8271	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Peron, Dennis	grassroots	other	FALSE	4898	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	3415	2192492	20171015
1996	Minnesota	MN	27	41	33	US President			other	TRUE	2903	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Hagelin, John	natural law	other	FALSE	1808	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Birrenback, John	independent grassroots	other	FALSE	787	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	Harris, James	socialist workers	other	FALSE	684	2192492	20171015
1996	Minnesota	MN	27	41	33	US President	White, Jerome \\"Jerry\"\""	socialist equality party	other	FALSE	347	2192492	20171015
2000	Minnesota	MN	27	41	33	US President	Gore, Al	democratic-farmer-labor	other	FALSE	1168266	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Nader, Ralph	green	other	FALSE	126696	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Buchanan, Patrick \\"Pat\"\""	reform party minnesota	other	FALSE	22166	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Browne, Harry	libertarian	other	FALSE	5282	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Phillips, Howard	constitution party	other	FALSE	3272	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	2294	2438685	20171015
2000	Minnesota	MN	27	41	33	US President	Harris, James	socialist workers	other	FALSE	1022	2438685	20171015
2000	Minnesota	MN	27	41	33	US President			other	TRUE	28	2438685	20171015
2004	Minnesota	MN	27	41	33	US President	Kerry, John	democratic-farmer-labor	other	FALSE	1445014	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Nader, Ralph	better life	other	FALSE	18683	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Badnarik, Michael	libertarian	other	FALSE	4639	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Cobb, David	green	other	FALSE	4408	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Peroutka, Michael	constitution party	other	FALSE	3074	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Other		other	TRUE	2532	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Harens, Thomas	christian freedom party	other	FALSE	2387	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Van Auken, Bill	socialist equality party	other	FALSE	539	2828387	20171015
2004	Minnesota	MN	27	41	33	US President	Calero, Roger	socialist workers	other	FALSE	416	2828387	20171015
2008	Minnesota	MN	27	41	33	US President	Nader, Ralph	independent	other	FALSE	30152	2910369	20171015
2008	Minnesota	MN	27	41	33	US President			other	TRUE	9529	2910369	20171015
2008	Minnesota	MN	27	41	33	US President	Barr, Bob	libertarian	other	FALSE	9174	2910369	20171015
2008	Minnesota	MN	27	41	33	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	6787	2910369	20171015
2008	Minnesota	MN	27	41	33	US President	McKinney, Cynthia	green	other	FALSE	5174	2910369	20171015
2008	Minnesota	MN	27	41	33	US President	Calero, Roger	socialist workers	other	FALSE	790	2910369	20171015
2012	Minnesota	MN	27	41	33	US President	Obama, Barack H.	democratic-farmer-labor	other	FALSE	1546167	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Johnson, Gary	libertarian	other	FALSE	35098	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Stein, Jill	green	other	FALSE	13023	2936561	20171015
2012	Minnesota	MN	27	41	33	US President			other	TRUE	10641	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	3722	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Carlson, Jim	grassroots	other	FALSE	3149	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Anderson, Ross Carl \\"Rocky\"\""	justice	other	FALSE	1996	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Morstad, Dean	constitutional government	other	FALSE	1092	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Harris, James	socialist workers	other	FALSE	1051	2936561	20171015
2012	Minnesota	MN	27	41	33	US President	Lindsay, Peta	socialism and liberation party	other	FALSE	397	2936561	20171015
2016	Minnesota	MN	27	41	33	US President	Johnson, Gary	libertarian	other	FALSE	112972	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	McMullin, Evan	independence	other	FALSE	53075	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	Stein, Jill	green	other	FALSE	36986	2944782	20171015
2016	Minnesota	MN	27	41	33	US President			other	TRUE	27247	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	Vacek, Dan	legal marijuana now	other	FALSE	11291	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	Castle, Darrell L.	constitution party	other	FALSE	9456	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	Kennedy, Alyson	socialist workers	other	FALSE	1671	2944782	20171015
2016	Minnesota	MN	27	41	33	US President	De La Fuente, Roque \\"Rocky\"\""	american delta party	other	FALSE	1430	2944782	20171015
1976	Mississippi	MS	28	64	46	US President	Carter, Jimmy	democrat	democrat	FALSE	381329	768390	20171015
1980	Mississippi	MS	28	64	46	US President	Carter, Jimmy	democrat	democrat	FALSE	429281	891750	20171015
1984	Mississippi	MS	28	64	46	US President	Mondale, Walter	democrat	democrat	FALSE	352192	941104	20171015
1988	Mississippi	MS	28	64	46	US President	Dukakis, Michael	democrat	democrat	FALSE	363921	931527	20171015
1992	Mississippi	MS	28	64	46	US President	Clinton, Bill	democrat	democrat	FALSE	400258	981793	20171015
1996	Mississippi	MS	28	64	46	US President	Clinton, Bill	democrat	democrat	FALSE	394022	893857	20171015
2000	Mississippi	MS	28	64	46	US President	Gore, Al	democrat	democrat	FALSE	404614	994184	20171015
2004	Mississippi	MS	28	64	46	US President	Kerry, John	democrat	democrat	FALSE	457766	1139824	20171015
2008	Mississippi	MS	28	64	46	US President	Obama, Barack H.	democrat	democrat	FALSE	554662	1289865	20171015
2012	Mississippi	MS	28	64	46	US President	Obama, Barack H.	democrat	democrat	FALSE	562949	1285584	20171015
2016	Mississippi	MS	28	64	46	US President	Clinton, Hillary	democrat	democrat	FALSE	485131	1209357	20171015
1976	Mississippi	MS	28	64	46	US President	Ford, Gerald	republican	republican	FALSE	366846	768390	20171015
1980	Mississippi	MS	28	64	46	US President	Reagan, Ronald	republican	republican	FALSE	441089	891750	20171015
1984	Mississippi	MS	28	64	46	US President	Reagan, Ronald	republican	republican	FALSE	582377	941104	20171015
1988	Mississippi	MS	28	64	46	US President	Bush, George H.W.	republican	republican	FALSE	557890	931527	20171015
1992	Mississippi	MS	28	64	46	US President	Bush, George H.W.	republican	republican	FALSE	487793	981793	20171015
1996	Mississippi	MS	28	64	46	US President	Dole, Robert	republican	republican	FALSE	439838	893857	20171015
2000	Mississippi	MS	28	64	46	US President	Bush, George W.	republican	republican	FALSE	572844	994184	20171015
2004	Mississippi	MS	28	64	46	US President	Bush, George W.	republican	republican	FALSE	672660	1139824	20171015
2008	Mississippi	MS	28	64	46	US President	McCain, John	republican	republican	FALSE	724597	1289865	20171015
2012	Mississippi	MS	28	64	46	US President	Romney, Mitt	republican	republican	FALSE	710746	1285584	20171015
2016	Mississippi	MS	28	64	46	US President	Trump, Donald J.	republican	republican	FALSE	700714	1209357	20171015
1976	Mississippi	MS	28	64	46	US President	Anderson, Thomas J.	american	other	FALSE	6678	768390	20171015
1976	Mississippi	MS	28	64	46	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	4074	768390	20171015
1976	Mississippi	MS	28	64	46	US President	Maddox, Lester	american independent party	other	FALSE	4049	768390	20171015
1976	Mississippi	MS	28	64	46	US President	Camejo, Peter	socialist workers	other	FALSE	2805	768390	20171015
1976	Mississippi	MS	28	64	46	US President	Macbride, Roger	libertarian	other	FALSE	2609	768390	20171015
1980	Mississippi	MS	28	64	46	US President	Anderson, John B.	independent	other	FALSE	12036	891750	20171015
1980	Mississippi	MS	28	64	46	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	4702	891750	20171015
1980	Mississippi	MS	28	64	46	US President	Griswold, Deirdre	workers world	other	FALSE	2402	891750	20171015
1980	Mississippi	MS	28	64	46	US President	Pulley, Andrew	socialist workers	other	FALSE	2240	891750	20171015
1984	Mississippi	MS	28	64	46	US President	Bergland, David	libertarian	other	FALSE	2336	941104	20171015
1984	Mississippi	MS	28	64	46	US President	Holmes, Larry	workers world	other	FALSE	1169	941104	20171015
1984	Mississippi	MS	28	64	46	US President	Mason, Melvin	socialist workers	other	FALSE	1032	941104	20171015
1984	Mississippi	MS	28	64	46	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	1001	941104	20171015
1984	Mississippi	MS	28	64	46	US President	Richards, Bob	populist	other	FALSE	641	941104	20171015
1984	Mississippi	MS	28	64	46	US President	Serrette, Dennis	alliance	other	FALSE	356	941104	20171015
1988	Mississippi	MS	28	64	46	US President		independent	other	FALSE	6387	931527	20171015
1988	Mississippi	MS	28	64	46	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	3329	931527	20171015
1992	Mississippi	MS	28	64	46	US President	Perot, Ross	independent	other	FALSE	85626	981793	20171015
1992	Mississippi	MS	28	64	46	US President	Other	independent	other	FALSE	4310	981793	20171015
1992	Mississippi	MS	28	64	46	US President	Marrou, Andre	libertarian	other	FALSE	2154	981793	20171015
1992	Mississippi	MS	28	64	46	US President	Phillips, Howard	taxpayers party	other	FALSE	1652	981793	20171015
1996	Mississippi	MS	28	64	46	US President		independent	other	FALSE	53427	893857	20171015
1996	Mississippi	MS	28	64	46	US President	Browne, Harry	libertarian	other	FALSE	2809	893857	20171015
1996	Mississippi	MS	28	64	46	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	2314	893857	20171015
1996	Mississippi	MS	28	64	46	US President	Hagelin, John	natural law	other	FALSE	1447	893857	20171015
2000	Mississippi	MS	28	64	46	US President		independent	other	FALSE	8735	994184	20171015
2000	Mississippi	MS	28	64	46	US President	Phillips, Howard	constitution party	other	FALSE	3267	994184	20171015
2000	Mississippi	MS	28	64	46	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	2265	994184	20171015
2000	Mississippi	MS	28	64	46	US President	Browne, Harry	libertarian	other	FALSE	2009	994184	20171015
2000	Mississippi	MS	28	64	46	US President	Hagelin, John	natural law	other	FALSE	450	994184	20171015
2004	Mississippi	MS	28	64	46	US President	Nader, Ralph	reform party	other	FALSE	3175	1139824	20171015
2004	Mississippi	MS	28	64	46	US President	Badnarik, Michael	libertarian	other	FALSE	1793	1139824	20171015
2004	Mississippi	MS	28	64	46	US President	Peroutka, Michael	constitution party	other	FALSE	1758	1139824	20171015
2004	Mississippi	MS	28	64	46	US President	Calero, Roger	independent	other	FALSE	1599	1139824	20171015
2004	Mississippi	MS	28	64	46	US President	Cobb, David	green	other	FALSE	1073	1139824	20171015
2008	Mississippi	MS	28	64	46	US President	Nader, Ralph	independent	other	FALSE	4011	1289865	20171015
2008	Mississippi	MS	28	64	46	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	2551	1289865	20171015
2008	Mississippi	MS	28	64	46	US President	Barr, Bob	libertarian	other	FALSE	2529	1289865	20171015
2008	Mississippi	MS	28	64	46	US President	McKinney, Cynthia	green	other	FALSE	1034	1289865	20171015
2008	Mississippi	MS	28	64	46	US President	Weill, Ted	reform party	other	FALSE	481	1289865	20171015
2012	Mississippi	MS	28	64	46	US President	Johnson, Gary	libertarian	other	FALSE	6676	1285584	20171015
2012	Mississippi	MS	28	64	46	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	2609	1285584	20171015
2012	Mississippi	MS	28	64	46	US President	Stein, Jill	green	other	FALSE	1588	1285584	20171015
2012	Mississippi	MS	28	64	46	US President	Washer, Barbara Dale	reform party	other	FALSE	1016	1285584	20171015
2016	Mississippi	MS	28	64	46	US President	Johnson, Gary	libertarian	other	FALSE	14435	1209357	20171015
2016	Mississippi	MS	28	64	46	US President	Castle, Darrell L.	constitution party	other	FALSE	3987	1209357	20171015
2016	Mississippi	MS	28	64	46	US President	Stein, Jill	green	other	FALSE	3731	1209357	20171015
2016	Mississippi	MS	28	64	46	US President	Hedges, James	prohibition	other	FALSE	715	1209357	20171015
2016	Mississippi	MS	28	64	46	US President	De La Fuente, Roque \\"Rocky\"\""	american delta party	other	FALSE	644	1209357	20171015
1976	Missouri	MO	29	43	34	US President	Carter, Jimmy	democrat	democrat	FALSE	998387	1953600	20171015
1980	Missouri	MO	29	43	34	US President	Carter, Jimmy	democrat	democrat	FALSE	931182	2099824	20171015
1984	Missouri	MO	29	43	34	US President	Mondale, Walter	democrat	democrat	FALSE	848583	2122771	20171015
1988	Missouri	MO	29	43	34	US President	Dukakis, Michael	democrat	democrat	FALSE	1001619	2093228	20171015
1992	Missouri	MO	29	43	34	US President	Clinton, Bill	democrat	democrat	FALSE	1053873	2391270	20171015
1996	Missouri	MO	29	43	34	US President	Clinton, Bill	democrat	democrat	FALSE	1025935	2158065	20171015
2000	Missouri	MO	29	43	34	US President	Gore, Al	democrat	democrat	FALSE	1111138	2359892	20171015
2004	Missouri	MO	29	43	34	US President	Kerry, John	democrat	democrat	FALSE	1259171	2731364	20171015
2008	Missouri	MO	29	43	34	US President	Obama, Barack H.	democrat	democrat	FALSE	1441911	2925205	20171015
2012	Missouri	MO	29	43	34	US President	Obama, Barack H.	democrat	democrat	FALSE	1223796	2757323	20171015
2016	Missouri	MO	29	43	34	US President	Clinton, Hillary	democrat	democrat	FALSE	1071068	2808605	20171015
1976	Missouri	MO	29	43	34	US President	Ford, Gerald	republican	republican	FALSE	927443	1953600	20171015
1980	Missouri	MO	29	43	34	US President	Reagan, Ronald	republican	republican	FALSE	1074181	2099824	20171015
1984	Missouri	MO	29	43	34	US President	Reagan, Ronald	republican	republican	FALSE	1274188	2122771	20171015
1988	Missouri	MO	29	43	34	US President	Bush, George H.W.	republican	republican	FALSE	1084953	2093228	20171015
1992	Missouri	MO	29	43	34	US President	Bush, George H.W.	republican	republican	FALSE	811159	2391270	20171015
1996	Missouri	MO	29	43	34	US President	Dole, Robert	republican	republican	FALSE	890016	2158065	20171015
2000	Missouri	MO	29	43	34	US President	Bush, George W.	republican	republican	FALSE	1189924	2359892	20171015
2004	Missouri	MO	29	43	34	US President	Bush, George W.	republican	republican	FALSE	1455713	2731364	20171015
2008	Missouri	MO	29	43	34	US President	McCain, John	republican	republican	FALSE	1445814	2925205	20171015
2012	Missouri	MO	29	43	34	US President	Romney, Mitt	republican	republican	FALSE	1482440	2757323	20171015
2016	Missouri	MO	29	43	34	US President	Trump, Donald J.	republican	republican	FALSE	1594511	2808605	20171015
1976	Missouri	MO	29	43	34	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	24029	1953600	20171015
1976	Missouri	MO	29	43	34	US President	Other		other	FALSE	3741	1953600	20171015
1980	Missouri	MO	29	43	34	US President	Anderson, John B.	independent	other	FALSE	77920	2099824	20171015
1980	Missouri	MO	29	43	34	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	14422	2099824	20171015
1980	Missouri	MO	29	43	34	US President	Deberry, Clifton	socialist workers	other	FALSE	1515	2099824	20171015
1980	Missouri	MO	29	43	34	US President			other	TRUE	604	2099824	20171015
1988	Missouri	MO	29	43	34	US President	Fulani, Lenora	new alliance	other	FALSE	6656	2093228	20171015
1992	Missouri	MO	29	43	34	US President	Perot, Ross	independent	other	FALSE	518741	2391270	20171015
1992	Missouri	MO	29	43	34	US President	Marrou, Andre	libertarian	other	FALSE	7497	2391270	20171015
1996	Missouri	MO	29	43	34	US President	Perot, Ross	reform party	other	FALSE	217188	2158065	20171015
1996	Missouri	MO	29	43	34	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	11521	2158065	20171015
1996	Missouri	MO	29	43	34	US President	Browne, Harry	libertarian	other	FALSE	10522	2158065	20171015
1996	Missouri	MO	29	43	34	US President	Hagelin, John	natural law	other	FALSE	2287	2158065	20171015
1996	Missouri	MO	29	43	34	US President		independent	other	FALSE	596	2158065	20171015
2000	Missouri	MO	29	43	34	US President	Nader, Ralph	green	other	FALSE	38515	2359892	20171015
2000	Missouri	MO	29	43	34	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	9818	2359892	20171015
2000	Missouri	MO	29	43	34	US President	Browne, Harry	libertarian	other	FALSE	7436	2359892	20171015
2000	Missouri	MO	29	43	34	US President	Phillips, Howard	constitution party	other	FALSE	1957	2359892	20171015
2000	Missouri	MO	29	43	34	US President	Hagelin, John	natural law	other	FALSE	1104	2359892	20171015
2004	Missouri	MO	29	43	34	US President	Badnarik, Michael	libertarian	other	FALSE	9831	2731364	20171015
2004	Missouri	MO	29	43	34	US President	Peroutka, Michael	constitution party	other	FALSE	5355	2731364	20171015
2004	Missouri	MO	29	43	34	US President	Nader, Ralph	independent	other	TRUE	1294	2731364	20171015
2008	Missouri	MO	29	43	34	US President	Nader, Ralph	independent	other	FALSE	17813	2925205	20171015
2008	Missouri	MO	29	43	34	US President	Barr, Bob	libertarian	other	FALSE	11386	2925205	20171015
2008	Missouri	MO	29	43	34	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	8201	2925205	20171015
2008	Missouri	MO	29	43	34	US President	McKinney, Cynthia		other	TRUE	80	2925205	20171015
2012	Missouri	MO	29	43	34	US President	Johnson, Gary	libertarian	other	FALSE	43151	2757323	20171015
2012	Missouri	MO	29	43	34	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	7936	2757323	20171015
2016	Missouri	MO	29	43	34	US President	Johnson, Gary	libertarian	other	FALSE	97359	2808605	20171015
2016	Missouri	MO	29	43	34	US President	Stein, Jill	green	other	FALSE	25419	2808605	20171015
2016	Missouri	MO	29	43	34	US President	Castle, Darrell L.	constitution party	other	FALSE	13092	2808605	20171015
2016	Missouri	MO	29	43	34	US President			other	TRUE	7156	2808605	20171015
1976	Montana	MT	30	81	64	US President	Carter, Jimmy	democrat	democrat	FALSE	149259	328734	20171015
1980	Montana	MT	30	81	64	US President	Carter, Jimmy	democrat	democrat	FALSE	118032	363952	20171015
1984	Montana	MT	30	81	64	US President	Mondale, Walter	democrat	democrat	FALSE	146742	384377	20171015
1988	Montana	MT	30	81	64	US President	Dukakis, Michael	democrat	democrat	FALSE	168936	365674	20171015
1992	Montana	MT	30	81	64	US President	Clinton, Bill	democrat	democrat	FALSE	154507	410583	20171015
1996	Montana	MT	30	81	64	US President	Clinton, Bill	democrat	democrat	FALSE	167922	407083	20171015
2000	Montana	MT	30	81	64	US President	Gore, Al	democrat	democrat	FALSE	137126	410986	20171015
2004	Montana	MT	30	81	64	US President	Kerry, John	democrat	democrat	FALSE	173710	450434	20171015
2008	Montana	MT	30	81	64	US President	Obama, Barack H.	democrat	democrat	FALSE	231667	490109	20171015
2012	Montana	MT	30	81	64	US President	Obama, Barack H.	democrat	democrat	FALSE	201839	484048	20171015
2016	Montana	MT	30	81	64	US President	Clinton, Hillary	democrat	democrat	FALSE	177709	494526	20171015
1976	Montana	MT	30	81	64	US President	Ford, Gerald	republican	republican	FALSE	173703	328734	20171015
1980	Montana	MT	30	81	64	US President	Reagan, Ronald	republican	republican	FALSE	206814	363952	20171015
1984	Montana	MT	30	81	64	US President	Reagan, Ronald	republican	republican	FALSE	232450	384377	20171015
1988	Montana	MT	30	81	64	US President	Bush, George H.W.	republican	republican	FALSE	190412	365674	20171015
1992	Montana	MT	30	81	64	US President	Bush, George H.W.	republican	republican	FALSE	144207	410583	20171015
1996	Montana	MT	30	81	64	US President	Dole, Robert	republican	republican	FALSE	179652	407083	20171015
2000	Montana	MT	30	81	64	US President	Bush, George W.	republican	republican	FALSE	240178	410986	20171015
2004	Montana	MT	30	81	64	US President	Bush, George W.	republican	republican	FALSE	266063	450434	20171015
2008	Montana	MT	30	81	64	US President	McCain, John	republican	republican	FALSE	242763	490109	20171015
2012	Montana	MT	30	81	64	US President	Romney, Mitt	republican	republican	FALSE	267928	484048	20171015
2016	Montana	MT	30	81	64	US President	Trump, Donald J.	republican	republican	FALSE	279240	494526	20171015
1976	Montana	MT	30	81	64	US President	Anderson, Thomas J.	american	other	FALSE	5772	328734	20171015
1980	Montana	MT	30	81	64	US President	Anderson, John B.	independent	other	FALSE	29281	363952	20171015
1980	Montana	MT	30	81	64	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	9825	363952	20171015
1984	Montana	MT	30	81	64	US President	Bergland, David	libertarian	other	FALSE	5185	384377	20171015
1988	Montana	MT	30	81	64	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	5047	365674	20171015
1988	Montana	MT	30	81	64	US President	Fulani, Lenora	new alliance	other	FALSE	1279	365674	20171015
1992	Montana	MT	30	81	64	US President	Perot, Ross	independent	other	FALSE	107225	410583	20171015
1992	Montana	MT	30	81	64	US President	Other	independent	other	FALSE	3658	410583	20171015
1992	Montana	MT	30	81	64	US President	Marrou, Andre	libertarian	other	FALSE	986	410583	20171015
1996	Montana	MT	30	81	64	US President	Perot, Ross	reform party	other	FALSE	55229	407083	20171015
1996	Montana	MT	30	81	64	US President	Browne, Harry	libertarian	other	FALSE	2526	407083	20171015
1996	Montana	MT	30	81	64	US President	Hagelin, John	natural law	other	FALSE	1754	407083	20171015
2000	Montana	MT	30	81	64	US President	Nader, Ralph	green	other	FALSE	24437	410986	20171015
2000	Montana	MT	30	81	64	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	5697	410986	20171015
2000	Montana	MT	30	81	64	US President	Browne, Harry	libertarian	other	FALSE	1718	410986	20171015
2000	Montana	MT	30	81	64	US President	Phillips, Howard	constitution party	other	FALSE	1155	410986	20171015
2000	Montana	MT	30	81	64	US President	Hagelin, John	natural law	other	FALSE	675	410986	20171015
2004	Montana	MT	30	81	64	US President	Nader, Ralph	independent	other	FALSE	6168	450434	20171015
2004	Montana	MT	30	81	64	US President	Peroutka, Michael	constitution party	other	FALSE	1764	450434	20171015
2004	Montana	MT	30	81	64	US President	Badnarik, Michael	libertarian	other	FALSE	1733	450434	20171015
2004	Montana	MT	30	81	64	US President	Cobb, David	green	other	FALSE	996	450434	20171015
2008	Montana	MT	30	81	64	US President	Paul, Ronald \\"Ron\"\""	constitution party	other	FALSE	10638	490109	20171015
2008	Montana	MT	30	81	64	US President	Nader, Ralph	independent	other	FALSE	3686	490109	20171015
2008	Montana	MT	30	81	64	US President	Barr, Bob	libertarian	other	FALSE	1355	490109	20171015
2012	Montana	MT	30	81	64	US President	Johnson, Gary	libertarian	other	FALSE	14165	484048	20171015
2012	Montana	MT	30	81	64	US President			other	TRUE	116	484048	20171015
2016	Montana	MT	30	81	64	US President	Johnson, Gary	libertarian	other	FALSE	28037	494526	20171015
2016	Montana	MT	30	81	64	US President	Stein, Jill	green	other	FALSE	7970	494526	20171015
2016	Montana	MT	30	81	64	US President	De La Fuente, Roque \\"Rocky\"\""	american delta party	other	FALSE	1570	494526	20171015
1976	Nebraska	NE	31	46	35	US President	Carter, Jimmy	democrat	democrat	FALSE	233293	606749	20171015
1980	Nebraska	NE	31	46	35	US President	Carter, Jimmy	democrat	democrat	FALSE	166424	639533	20171015
1984	Nebraska	NE	31	46	35	US President	Mondale, Walter	democrat	democrat	FALSE	187866	652090	20171015
1988	Nebraska	NE	31	46	35	US President	Dukakis, Michael	democrat	democrat	FALSE	259235	661465	20171015
1992	Nebraska	NE	31	46	35	US President	Clinton, Bill	democrat	democrat	FALSE	216864	737546	20171015
1996	Nebraska	NE	31	46	35	US President	Clinton, Bill	democrat	democrat	FALSE	236761	677415	20171015
2000	Nebraska	NE	31	46	35	US President	Gore, Al	democrat	democrat	FALSE	231780	697019	20171015
2004	Nebraska	NE	31	46	35	US President	Kerry, John	democrat	democrat	FALSE	254328	778186	20171015
2008	Nebraska	NE	31	46	35	US President	Obama, Barack H.	democrat	democrat	FALSE	333319	801281	20171015
2012	Nebraska	NE	31	46	35	US President	Obama, Barack H.	democrat	democrat	FALSE	302081	794379	20171015
2016	Nebraska	NE	31	46	35	US President	Clinton, Hillary	democrat	democrat	FALSE	284494	844227	20171015
1976	Nebraska	NE	31	46	35	US President	Ford, Gerald	republican	republican	FALSE	359219	606749	20171015
1980	Nebraska	NE	31	46	35	US President	Reagan, Ronald	republican	republican	FALSE	419214	639533	20171015
1984	Nebraska	NE	31	46	35	US President	Reagan, Ronald	republican	republican	FALSE	460054	652090	20171015
